"STATISTIC","Statistic","TLIST(Q1)","Quarter","C02343V02817","Area","UNIT","VALUE"
"HSQ06C1","New House Prices","20092","2009Q2","06","Other areas","Euro","230020"
"HSQ06C1","New House Prices","20093","2009Q3","-","National","Euro","233189"
"HSQ06C1","New House Prices","20093","2009Q3","01","Dublin","Euro","250081"
"HSQ06C1","New House Prices","20093","2009Q3","02","Cork","Euro","245127"
"HSQ06C1","New House Prices","20093","2009Q3","03","Galway","Euro","216686"
"HSQ06C1","New House Prices","20093","2009Q3","04","Limerick","Euro","220930"
"HSQ06C1","New House Prices","20093","2009Q3","05","Waterford","Euro","208062"
"HSQ06C1","New House Prices","20093","2009Q3","06","Other areas","Euro","224346"
"HSQ06C1","New House Prices","20094","2009Q4","-","National","Euro","226505"
"HSQ06C1","New House Prices","20094","2009Q4","01","Dublin","Euro","236532"
"HSQ06C1","New House Prices","20094","2009Q4","02","Cork","Euro","234539"
"HSQ06C1","New House Prices","20094","2009Q4","03","Galway","Euro","204963"
"HSQ06C1","New House Prices","20094","2009Q4","04","Limerick","Euro","219859"
"HSQ06C1","New House Prices","20094","2009Q4","05","Waterford","Euro","238813"
"HSQ06C1","New House Prices","20094","2009Q4","06","Other areas","Euro","220205"
"HSQ06C1","New House Prices","20101","2010Q1","-","National","Euro","226245"
"HSQ06C1","New House Prices","20101","2010Q1","01","Dublin","Euro","247515"
"HSQ06C1","New House Prices","20101","2010Q1","02","Cork","Euro","245946"
"HSQ06C1","New House Prices","20101","2010Q1","03","Galway","Euro","194092"
"HSQ06C1","New House Prices","20101","2010Q1","04","Limerick","Euro","204679"
"HSQ06C1","New House Prices","20101","2010Q1","05","Waterford","Euro","218346"
"HSQ06C1","New House Prices","20101","2010Q1","06","Other areas","Euro","216510"
"HSQ06C1","New House Prices","20102","2010Q2","-","National","Euro","226833"
"HSQ06C1","New House Prices","20102","2010Q2","01","Dublin","Euro","245389"
"HSQ06C1","New House Prices","20102","2010Q2","02","Cork","Euro","242285"
"HSQ06C1","New House Prices","20102","2010Q2","03","Galway","Euro","214366"
"HSQ06C1","New House Prices","20102","2010Q2","04","Limerick","Euro","216625"
"HSQ06C1","New House Prices","20102","2010Q2","05","Waterford","Euro","225310"
"HSQ06C1","New House Prices","20102","2010Q2","06","Other areas","Euro","218219"
"HSQ06C1","New House Prices","20103","2010Q3","-","National","Euro","230868"
"HSQ06C1","New House Prices","20103","2010Q3","01","Dublin","Euro","276450"
"HSQ06C1","New House Prices","20103","2010Q3","02","Cork","Euro","236887"
"HSQ06C1","New House Prices","20103","2010Q3","03","Galway","Euro","231162"
"HSQ06C1","New House Prices","20103","2010Q3","04","Limerick","Euro","243610"
"HSQ06C1","New House Prices","20103","2010Q3","05","Waterford","Euro","243562"
"HSQ06C1","New House Prices","20103","2010Q3","06","Other areas","Euro","215988"
"HSQ06C1","New House Prices","20104","2010Q4","-","National","Euro","229531"
"HSQ06C1","New House Prices","20104","2010Q4","01","Dublin","Euro","238551"
"HSQ06C1","New House Prices","20104","2010Q4","02","Cork","Euro","260492"
"HSQ06C1","New House Prices","20104","2010Q4","03","Galway","Euro","225925"
"HSQ06C1","New House Prices","20104","2010Q4","04","Limerick","Euro","242094"
"HSQ06C1","New House Prices","20104","2010Q4","05","Waterford","Euro","195934"
"HSQ06C1","New House Prices","20104","2010Q4","06","Other areas","Euro","222118"
"HSQ06C1","New House Prices","20111","2011Q1","-","National","Euro","241749"
"HSQ06C1","New House Prices","20111","2011Q1","01","Dublin","Euro","302435"
"HSQ06C1","New House Prices","20111","2011Q1","02","Cork","Euro","265854"
"HSQ06C1","New House Prices","20111","2011Q1","03","Galway","Euro","224914"
"HSQ06C1","New House Prices","20111","2011Q1","04","Limerick","Euro","221878"
"HSQ06C1","New House Prices","20111","2011Q1","05","Waterford","Euro","214400"
"HSQ06C1","New House Prices","20111","2011Q1","06","Other areas","Euro","223318"
"HSQ06C1","New House Prices","20112","2011Q2","-","National","Euro","232174"
"HSQ06C1","New House Prices","20112","2011Q2","01","Dublin","Euro","288328"
"HSQ06C1","New House Prices","20112","2011Q2","02","Cork","Euro","241149"
"HSQ06C1","New House Prices","20112","2011Q2","03","Galway","Euro","231785"
"HSQ06C1","New House Prices","20112","2011Q2","04","Limerick","Euro","198974"
"HSQ06C1","New House Prices","20112","2011Q2","05","Waterford","Euro","217833"
"HSQ06C1","New House Prices","20112","2011Q2","06","Other areas","Euro","219919"
"HSQ06C1","New House Prices","20113","2011Q3","-","National","Euro","226215"
"HSQ06C1","New House Prices","20113","2011Q3","01","Dublin","Euro","286484"
"HSQ06C1","New House Prices","20113","2011Q3","02","Cork","Euro","231805"
"HSQ06C1","New House Prices","20113","2011Q3","03","Galway","Euro","229717"
"HSQ06C1","New House Prices","20113","2011Q3","04","Limerick","Euro","209074"
"HSQ06C1","New House Prices","20113","2011Q3","05","Waterford","Euro","202829"
"HSQ06C1","New House Prices","20113","2011Q3","06","Other areas","Euro","215903"
"HSQ06C1","New House Prices","20114","2011Q4","-","National","Euro","225067"
"HSQ06C1","New House Prices","20114","2011Q4","01","Dublin","Euro","288906"
"HSQ06C1","New House Prices","20114","2011Q4","02","Cork","Euro","233019"
"HSQ06C1","New House Prices","20114","2011Q4","03","Galway","Euro","229335"
"HSQ06C1","New House Prices","20114","2011Q4","04","Limerick","Euro","240144"
"HSQ06C1","New House Prices","20114","2011Q4","05","Waterford","Euro","191593"
"HSQ06C1","New House Prices","20114","2011Q4","06","Other areas","Euro","208275"
"HSQ06C1","New House Prices","20121","2012Q1","-","National","Euro","215587"
"HSQ06C1","New House Prices","20121","2012Q1","01","Dublin","Euro","278975"
"HSQ06C1","New House Prices","20121","2012Q1","02","Cork","Euro","234522"
"HSQ06C1","New House Prices","20121","2012Q1","03","Galway","Euro","220133"
"HSQ06C1","New House Prices","20121","2012Q1","04","Limerick","Euro","202399"
"HSQ06C1","New House Prices","20121","2012Q1","05","Waterford","Euro","180044"
"HSQ06C1","New House Prices","20121","2012Q1","06","Other areas","Euro","200895"
"HSQ06C1","New House Prices","20122","2012Q2","-","National","Euro","227376"
"HSQ06C1","New House Prices","20122","2012Q2","01","Dublin","Euro","298881"
"HSQ06C1","New House Prices","20122","2012Q2","02","Cork","Euro","234196"
"HSQ06C1","New House Prices","20122","2012Q2","03","Galway","Euro","225831"
"HSQ06C1","New House Prices","20122","2012Q2","04","Limerick","Euro","206552"
"HSQ06C1","New House Prices","20122","2012Q2","05","Waterford","Euro","177583"
"HSQ06C1","New House Prices","20122","2012Q2","06","Other areas","Euro","210580"
"HSQ06C1","New House Prices","20123","2012Q3","-","National","Euro","221123"
"HSQ06C1","New House Prices","20123","2012Q3","01","Dublin","Euro","258104"
"HSQ06C1","New House Prices","20123","2012Q3","02","Cork","Euro","239559"
"HSQ06C1","New House Prices","20123","2012Q3","03","Galway","Euro","207081"
"HSQ06C1","New House Prices","20123","2012Q3","04","Limerick","Euro","211810"
"HSQ06C1","New House Prices","20123","2012Q3","05","Waterford","Euro","183133"
"HSQ06C1","New House Prices","20123","2012Q3","06","Other areas","Euro","210554"
"HSQ06C1","New House Prices","20124","2012Q4","-","National","Euro","216810"
"HSQ06C1","New House Prices","20124","2012Q4","01","Dublin","Euro","230267"
"HSQ06C1","New House Prices","20124","2012Q4","02","Cork","Euro","233910"
"HSQ06C1","New House Prices","20124","2012Q4","03","Galway","Euro","222485"
"HSQ06C1","New House Prices","20124","2012Q4","04","Limerick","Euro","223458"
"HSQ06C1","New House Prices","20124","2012Q4","05","Waterford","Euro","177750"
"HSQ06C1","New House Prices","20124","2012Q4","06","Other areas","Euro","208407"
"HSQ06C1","New House Prices","20131","2013Q1","-","National","Euro","225340"
"HSQ06C1","New House Prices","20131","2013Q1","01","Dublin","Euro","265706"
"HSQ06C1","New House Prices","20131","2013Q1","02","Cork","Euro","227291"
"HSQ06C1","New House Prices","20131","2013Q1","03","Galway","Euro","251147"
"HSQ06C1","New House Prices","20131","2013Q1","04","Limerick","Euro","236542"
"HSQ06C1","New House Prices","20131","2013Q1","05","Waterford","Euro","155444"
"HSQ06C1","New House Prices","20131","2013Q1","06","Other areas","Euro","213523"
"HSQ06C1","New House Prices","20132","2013Q2","-","National","Euro","224432"
"HSQ06C1","New House Prices","20132","2013Q2","01","Dublin","Euro","309433"
"HSQ06C1","New House Prices","20132","2013Q2","02","Cork","Euro","250517"
"HSQ06C1","New House Prices","20132","2013Q2","03","Galway","Euro","209800"
"HSQ06C1","New House Prices","20132","2013Q2","04","Limerick","Euro","190216"
"HSQ06C1","New House Prices","20132","2013Q2","05","Waterford","Euro","160333"
"HSQ06C1","New House Prices","20132","2013Q2","06","Other areas","Euro","204389"
"HSQ06C1","New House Prices","20133","2013Q3","-","National","Euro","232083"
"HSQ06C1","New House Prices","20133","2013Q3","01","Dublin","Euro","311778"
"HSQ06C1","New House Prices","20133","2013Q3","02","Cork","Euro","235495"
"HSQ06C1","New House Prices","20133","2013Q3","03","Galway","Euro","215392"
"HSQ06C1","New House Prices","20133","2013Q3","04","Limerick","Euro","212044"
"HSQ06C1","New House Prices","20133","2013Q3","05","Waterford","Euro","153907"
"HSQ06C1","New House Prices","20133","2013Q3","06","Other areas","Euro","209262"
"HSQ06C1","New House Prices","20134","2013Q4","-","National","Euro","231011"
"HSQ06C1","New House Prices","20134","2013Q4","01","Dublin","Euro","304275"
"HSQ06C1","New House Prices","20134","2013Q4","02","Cork","Euro","245350"
"HSQ06C1","New House Prices","20134","2013Q4","03","Galway","Euro","202259"
"HSQ06C1","New House Prices","20134","2013Q4","04","Limerick","Euro","202748"
"HSQ06C1","New House Prices","20134","2013Q4","05","Waterford","Euro","146222"
"HSQ06C1","New House Prices","20134","2013Q4","06","Other areas","Euro","204567"
"HSQ06C1","New House Prices","20141","2014Q1","-","National","Euro","234098"
"HSQ06C1","New House Prices","20141","2014Q1","01","Dublin","Euro","308645"
"HSQ06C1","New House Prices","20141","2014Q1","02","Cork","Euro","229375"
"HSQ06C1","New House Prices","20141","2014Q1","03","Galway","Euro","223834"
"HSQ06C1","New House Prices","20141","2014Q1","04","Limerick","Euro","215748"
"HSQ06C1","New House Prices","20141","2014Q1","05","Waterford","Euro","176998"
"HSQ06C1","New House Prices","20141","2014Q1","06","Other areas","Euro","207000"
"HSQ06C1","New House Prices","20142","2014Q2","-","National","Euro","241912"
"HSQ06C1","New House Prices","20142","2014Q2","01","Dublin","Euro","331441"
"HSQ06C1","New House Prices","20142","2014Q2","02","Cork","Euro","248448"
"HSQ06C1","New House Prices","20142","2014Q2","03","Galway","Euro","218710"
"HSQ06C1","New House Prices","20142","2014Q2","04","Limerick","Euro","218452"
"HSQ06C1","New House Prices","20142","2014Q2","05","Waterford","Euro","162939"
"HSQ06C1","New House Prices","20142","2014Q2","06","Other areas","Euro","210451"
"HSQ06C1","New House Prices","20143","2014Q3","-","National","Euro","247398"
"HSQ06C1","New House Prices","20143","2014Q3","01","Dublin","Euro","345054"
"HSQ06C1","New House Prices","20143","2014Q3","02","Cork","Euro","236137"
"HSQ06C1","New House Prices","20143","2014Q3","03","Galway","Euro","236665"
"HSQ06C1","New House Prices","20143","2014Q3","04","Limerick","Euro","183855"
"HSQ06C1","New House Prices","20143","2014Q3","05","Waterford","Euro","229450"
"HSQ06C1","New House Prices","20143","2014Q3","06","Other areas","Euro","210479"
"HSQ06C1","New House Prices","20144","2014Q4","-","National","Euro","258989"
"HSQ06C1","New House Prices","20144","2014Q4","01","Dublin","Euro","342329"
"HSQ06C1","New House Prices","20144","2014Q4","02","Cork","Euro","255358"
"HSQ06C1","New House Prices","20144","2014Q4","03","Galway","Euro","195564"
"HSQ06C1","New House Prices","20144","2014Q4","04","Limerick","Euro","220940"
"HSQ06C1","New House Prices","20144","2014Q4","05","Waterford","Euro","168386"
"HSQ06C1","New House Prices","20144","2014Q4","06","Other areas","Euro","228024"
"HSQ06C1","New House Prices","20151","2015Q1","-","National","Euro","267517"
"HSQ06C1","New House Prices","20151","2015Q1","01","Dublin","Euro","360876"
"HSQ06C1","New House Prices","20151","2015Q1","02","Cork","Euro","234073"
"HSQ06C1","New House Prices","20151","2015Q1","03","Galway","Euro","253163"
"HSQ06C1","New House Prices","20151","2015Q1","04","Limerick","Euro","235717"
"HSQ06C1","New House Prices","20151","2015Q1","05","Waterford","Euro","242671"
"HSQ06C1","New House Prices","20151","2015Q1","06","Other areas","Euro","234831"
"HSQ06C1","New House Prices","20152","2015Q2","-","National","Euro","275235"
"HSQ06C1","New House Prices","20152","2015Q2","01","Dublin","Euro","388609"
"HSQ06C1","New House Prices","20152","2015Q2","02","Cork","Euro","257612"
"HSQ06C1","New House Prices","20152","2015Q2","03","Galway","Euro","229154"
"HSQ06C1","New House Prices","20152","2015Q2","04","Limerick","Euro","232603"
"HSQ06C1","New House Prices","20152","2015Q2","05","Waterford","Euro","188120"
"HSQ06C1","New House Prices","20152","2015Q2","06","Other areas","Euro","246937"
"HSQ06C1","New House Prices","20153","2015Q3","-","National","Euro","285015"
"HSQ06C1","New House Prices","20153","2015Q3","01","Dublin","Euro","373518"
"HSQ06C1","New House Prices","20153","2015Q3","02","Cork","Euro","259694"
"HSQ06C1","New House Prices","20153","2015Q3","03","Galway","Euro","242043"
"HSQ06C1","New House Prices","20153","2015Q3","04","Limerick","Euro","233816"
"HSQ06C1","New House Prices","20153","2015Q3","05","Waterford","Euro","225367"
"HSQ06C1","New House Prices","20153","2015Q3","06","Other areas","Euro","256773"
"HSQ06C1","New House Prices","20154","2015Q4","-","National","Euro","298551"
"HSQ06C1","New House Prices","20154","2015Q4","01","Dublin","Euro","387963"
"HSQ06C1","New House Prices","20154","2015Q4","02","Cork","Euro","266279"
"HSQ06C1","New House Prices","20154","2015Q4","03","Galway","Euro","237350"
"HSQ06C1","New House Prices","20154","2015Q4","04","Limerick","Euro","227033"
"HSQ06C1","New House Prices","20154","2015Q4","05","Waterford","Euro","214044"
"HSQ06C1","New House Prices","20154","2015Q4","06","Other areas","Euro","269337"
"HSQ06C1","New House Prices","20161","2016Q1","-","National","Euro","309703"
"HSQ06C1","New House Prices","20161","2016Q1","01","Dublin","Euro","403843"
"HSQ06C1","New House Prices","20161","2016Q1","02","Cork","Euro","273731"
"HSQ06C1","New House Prices","20161","2016Q1","03","Galway","Euro","269960"
"HSQ06C1","New House Prices","20161","2016Q1","04","Limerick","Euro","228740"
"HSQ06C1","New House Prices","20161","2016Q1","05","Waterford","Euro","211448"
"HSQ06C1","New House Prices","20161","2016Q1","06","Other areas","Euro","267673"
"HSQ06C1","New House Prices","20162","2016Q2","-","National","Euro","314950"
"HSQ06C1","New House Prices","20162","2016Q2","01","Dublin","Euro","401346"
"HSQ06C1","New House Prices","20162","2016Q2","02","Cork","Euro","289658"
"HSQ06C1","New House Prices","20162","2016Q2","03","Galway","Euro","263167"
"HSQ06C1","New House Prices","20162","2016Q2","04","Limerick","Euro","253608"
"HSQ06C1","New House Prices","20162","2016Q2","05","Waterford","Euro","223652"
"HSQ06C1","New House Prices","20162","2016Q2","06","Other areas","Euro","273769"
"HSQ06C1","New House Prices","20163","2016Q3","-","National","Euro","304307"
"HSQ06C1","New House Prices","20163","2016Q3","01","Dublin","Euro","397644"
"HSQ06C1","New House Prices","20163","2016Q3","02","Cork","Euro","292511"
"HSQ06C1","New House Prices","20163","2016Q3","03","Galway","Euro","263801"
"HSQ06C1","New House Prices","20163","2016Q3","04","Limerick","Euro","236318"
"HSQ06C1","New House Prices","20163","2016Q3","05","Waterford","Euro","229910"
"HSQ06C1","New House Prices","20163","2016Q3","06","Other areas","Euro","268874"
"HSQ06C1","New House Prices","20164","2016Q4","-","National","Euro","322680"
"HSQ06C1","New House Prices","20164","2016Q4","01","Dublin","Euro","391369"
"HSQ06C1","New House Prices","20164","2016Q4","02","Cork","Euro","311849"
"HSQ06C1","New House Prices","20164","2016Q4","03","Galway","Euro","253270"
"HSQ06C1","New House Prices","20164","2016Q4","04","Limerick","Euro","233655"
